序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
1247,"
                                                                                                    #百度地震云词条修订# 分享一个好消息：曾经误导无数网友的百度百科“地震云”词条，在来自中国气象局、中科院等多位学者的共同努力下终于完成了勘误和修改。 ??????#抗震救灾气象行动# 图②为九寨沟雨后彩虹~  ????????                                            ", 8月14日 12:42,19,12,97,Weico.Android,Fh2SzwxUv,1
1248,"
                                                                                                    #热浪来袭#【为什么你会招惹蚊子？】炎炎夏日，蚊子开始集体出动：出门打球跑步，被蚊子咬；即使宅在家，也无法避免被蚊子攻击…到底哪些人最招蚊子“热爱”？送给被蚊子“专宠”的你 L环球时报的秒拍视频 ?????? ????????                                            ", 8月14日 12:12,15,19,29,Weico.Android,Fh2GvklYW,0
1249,"
                                                                                                    南浔雷雨夜  #暑期旅游天气#@青笙离人momo????投稿 ????????                                            ", 8月14日 11:31,2,13,32,Weico.Android,Fh2pP8lua,0
1250,"
                                                                                                    #暑期旅游天气#【言传身教！雨天里最好的一课】网友@Dear-残骸 ：暴雨天，一位父亲带着一个孩子，发现路上的井盖塌陷了。父亲报完警后站在水中井盖旁，引导过往的车辆避让。此时，孩子就在路边等着父亲，这也许是他人生中最好的一课。L中国新闻网的秒拍视频 好父亲！点赞！ ?????? ????????                                            ", 8月14日 11:00,16,10,102,Weico.Android,Fh2di0tcg,0
1251,"
                                                                                                    这是啥？ #气象粉丝上线# ????????                                            ", 8月14日 10:50,2,44,68,Weico.Android,Fh290mlbk,0
1252,"
                                                                                                    我发表了新文章： °????【一线直击】最美逆行：快！到震区去！ ????????                                            ", 8月14日 09:58,2,1,12,粉丝服务平台,Fh1OcdZJZ,1
1253,"
                                                                                                    #抗震救灾气象行动# #九寨沟地震# 在灾害面前，有些人，因为自己的任务与责任，选择了逆向而行，不惧危险、迎难而上。 °????【一线直击】最美逆行：快！到震区去！ ????????                                            ", 8月14日 09:55,16,5,26,微博 weibo.com,Fh1MS4dkh,1
1254,"
                                                                                                    #七下八上# 北京此轮降雨为何会如此明显地“下一会儿、停一会儿”？气象专家分析称，此次降雨过程受东移蒙古低涡影响，配合副高外围西南暖湿气流，在冷暖结合的共同影响之下，降雨的不稳定特性非常显著，且会有明显的间歇性表现。 ????????                                            ", 8月14日 09:42,2,评论,9,Weico.Android,Fh1HJuyDw,0
1255,"
                                                                                                    #强对流天气# 【图解：神秘的“局部”究竟在哪里？】夏天，容易出现强对流天气，降雨分散，突发性强，预报时难以准确定位，于是，就有了局部。听到预报中有局部也不要困惑，小编有一个法宝传授给你，多关注短时临近预报。越临近，预报就能越准确。短临预报一般通过手机APP、微博等容易获取。 ????????...展开全文c                                            ", 8月14日 08:53,32,7,16,微博 weibo.com,Fh1nzAaDl,0
1256,"
                                                                                                    #2017汛期# 【山洪为何总是让人猝不及防？】12日，受上游突发山洪影响，广西柳州市融水苗族自治县杆洞乡发生60年一遇山洪，乡政府所在地杆洞街最高水位达到492.97米，超警戒水位近1米，街道所有商铺全部被淹。灾情发生后，当地立即启动紧急预案，组织干部群众抗洪救灾、重建家园。 山洪为何来得如此突 ????????...展开全文c                                            ", 8月14日 08:49,3,6,11,微博 weibo.com,Fh1lZeci3,0
