序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
48,"
                                                                                                    【陪孩子读书，爸爸别缺位】#连线区县#你家宝宝的睡前故事，是麻麻讲？还是粑粑讲？还是pad讲？@上海静安 说，静安父子阅读联盟专家指导委员会正式成立，倡导父亲在亲自阅读中“踏前一步”，以更好地传递男子汉的气息，让孩子感受父爱的温暖。培养孩子阅读习惯，粑粑们不能缺位哦 ????????                                            ", 2013-4-28 18:47,357,75,19,专业版微博,zugtCFgu2
49,"
                                                                                                    【意大利中心、""月亮船""五一半价啦】#便民提示#看超赞的视觉效果，看法拉利跑车，到世博园就可以啦！4月29日至5月1日这三天，前往@上海意大利中心 和月亮船(原沙特馆)现场买当日票可享半价优惠，只要30元意大利中心有""原始??创意??生活——材料的真谛""新展，月亮船还备有限量特色纪念品哦[花心] ????????                                            ", 2013-4-28 18:17,88,29,10,专业版微博,zughh5yEe
50,"
                                                                                                    【上海之春音乐节”三十而立” 今晚开幕】#30届上海之春音乐节#在中国堪称最悠久的品牌性音乐节，4.28至5.18迎来第30届，这是上海上半年最精彩的艺术季哦！音乐节力推新人新作，今年艺术家们又将奉献52台音乐舞蹈演出，另有4个“节中节”次第展开。文艺青年们记得去节目单见长微博。 ????????                                            ", 2013-4-28 17:57,119,18,11,专业版微博,zug9j292D
51,"
                                                                                                    【块头大就耍横？不可以！】#交通快讯#目前，南北西侧广中西路至鲁班立交，东侧鲁班立交至天目路；内侧外侧中山北一路至广中路，延西立交至漕溪立交，内侧中山南路至天钥桥路等比较拥挤。看GIF，一看、二慢、三通过，车辆交会要遵守让行规定，不要比比谁的“块头”大。@金山老交警 ????????                                            ", 2013-4-28 17:42,147,51,17,专业版微博,zug3pc6SX
52,"
                                                                                                    【本市今天无新增人感染H7N9禽流感病例】#最新#市卫生和计划生育委员会今天下午17:00通报，本市今天没有新增人感染H7N9禽流感确诊病例。 ????????                                            ", 2013-4-28 17:23,70,43,28,专业版微博,zufVAzSEr
53,"
                                                                                                    【明天28度、夜里有雨，后天降温幅度达11度！】#天气预报#“阵雨也不怕，大风也不怕，就算阴云中雷雨落下，能过小长假，可以日日休息在家，如何降温也不怕。”五一节日期间上海有雨水有降温，预计明后天会有一次降雨过程，后天降温明显，最高温将降至17度左右，5月1日天气好转，气温回升4度左右。 ????????                                            ", 2013-4-28 17:10,291,38,5,专业版微博,zufQjciUm
54,"
                                                                                                    【@上海动物园 猩猩宝宝征名开设新通道，快投一票吧！】#探索上海#大猩猩宝宝（海贝的弟弟）10个候选名字正在进行PK：空知英秋、海星、海宝、海尔、海弟、海生、海皮、海瑞、申宝、爱星。动物园又增开了投票新通道O网页链接，5月17日公布正式名字。有兴趣就快投一票吧，看看哪个名字最受欢迎 ????????                                            ", 2013-4-28 16:53,640,253,14,专业版微博,zufJsh01v
55,"
                                                                                                    【""五一""食品安全小提示】#便民提示#明天起3天，聚餐、婚宴、同学会……吃货很忙吧不过，可不要乐极生悲哦~[不要]@上海食药监 提醒：近期本市气温逐渐升高，雨水增多，气温和湿度适宜细菌生长繁殖，筒子们要注意防范细菌性食物中毒！餐前应洗手、不吃违禁食品、不暴饮暴食……点长微博学习下吧 ????????                                            ", 2013-4-28 16:31,70,6,4,专业版微博,zufAofdEX
56,"
                                                                                                    【节假日哪些路段常常堵？】#交通资讯#今天，有木有觉得高架特别堵？@警民直通车-上海 说，“五一”假期可能出现严重拥堵区域为：G2江桥、G40高东、G50赵巷、G50徐泾、G60新桥等道口，提醒大家尽量避开！同时，交警将加强巡逻监控，密切高架与地面警力联动，缓解拥堵。具体排堵举措详见长微博 ????????                                            ", 2013-4-28 16:16,61,23,6,专业版微博,zufutfsD7
57,"
                                                                                                    【假日福利又一波：极速音乐节门票+@上海汽车博物馆 门票，现在只需80元啦！】#探索上海#去嘉定安亭博览公园，与林俊杰、动力火车、乔任梁Kimi一起high，去上海汽车博物馆里看价值千万的古董豪车饱眼福！                                            ", 2013-4-28 16:03,40,6,1,专业版微博,zufoYygnF
58,"
                                                                                                    【普陀区小学招生政策出台，对口地段公布！】#教育新知#普陀区的粑粑麻麻注意啦！5月18、19日公办小学新生报名，石泉、甘泉街道、真如镇试行人户分离适龄儿童、少年居住地登记入学工作，招生详情见链接O网页链接，对口地段见长微博                                            ", 2013-4-28 15:55,210,41,赞,专业版微博,zuflUxOCz
59,"
                                                                                                    【强生出租明天零点起恢复4元电调费】#交通资讯#强生出租今天宣布，明天0时起正式恢复4元电调费。收取4元电调费的车辆，覆盖装置“强生”顶灯出租车及入网62580000调度平台的其他企业出租车，通过62580000调度平台调派的业务。大家记得，如果乘车发票没有显示电调费，可以拒付电调服务费哦！ ????????                                            ", 2013-4-28 15:33,563,112,13,专业版微博,zufcZnAnZ
60,"
                                                                                                    【交大高招咨询会明天举行，港大、清华、人大等院校参加咨询】#教育新知#小长假首日，沪上各高校高招咨询会火热展开。@上海教育 说，@上海交通大学微博 将于明天上午9点-12点在徐汇校区（华山路1954号）大操场举行高招咨询会，清华、人大、南大等知名院校以及港大、城大、浸大等香港高校均应邀参加。 ????????                                            ", 2013-4-28 15:17,30,18,7,专业版微博,zuf6fyWhV
61,"
                                                                                                    【明天，高考咨询微访谈】准备填志愿的童鞋和家长们，4月29日下午13-17时，4小时微访谈，赶紧提问，等候@上海教育 的回复哦[拍手]                                            ", 2013-4-28 14:44,61,19,1,专业版微博,zueSNnwIc
