序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
411,"
                                                                                                    近日，经过紧张的场地建设，宜宾桂溪变电站110kV GIS组合电器、主变二次预制仓及10kV开关柜基础浇筑完成，桂溪站变电检修一、二次设备安装调试工作也正式拉开序幕。 ????????                                            ", 8月23日 15:33,转发,评论,2,微博 weibo.com,FiqQufx1L,0
412,"
                                                                                                    #8小时以外#请开始你的表演——隔壁老王惹的祸。 L国网四川电力的秒拍视频 ????????                                            ", 8月23日 10:00,转发,6,2,微博 weibo.com,FioF9rREy,0
413,"
                                                                                                    #暑期电力安全之旅#近日，国网德阳中江县供电公司团员青年利用暑假，带领集凤镇石垭子村留守学生开启了一天“学习安全用电”之旅。活动当天电力小哥哥们，带着学生们来到居家用电用气安全体验室、变电站、营业厅、调控中心进行参观学习。通过设立安全讲堂、安全厨窗、与学生互动等方式让他们从小养成安 ????????...展开全文c                                            ", 8月23日 09:14,转发,评论,4,微博 weibo.com,Fiomt45lQ,0
414,"
                                                                                                    #早安#“不管前方的路有多苦，只要走的方向正确，不管多么崎岖不平，都比站在原地更接近幸福。” ????????                                            ", 8月23日 08:00,转发,2,4,微博 weibo.com,FinSrbJ9U,0
415,"
                                                                                                    #晚安#“陪你走完了这一段路，我也变成你路过的路，从此人山人海，不再归来。” ?? ????????                                            ", 8月22日 23:00,2,14,5,微博 weibo.com,FiklfyFtx,0
416,"
                                                                                                    帝国夏宫——俄罗斯彼得霍夫国家博物馆藏文特展正在成都博物馆一楼临时展厅展出，想要了解俄罗斯历史的朋友们可以来看看哦～本周末就要截止了哦～（周末没时间，又想看展览的，可以下班来看哈，成都博物馆夏季闭馆时间为20:30，为人性化的成都博物馆点赞）@成都博物馆 2成都·人民公园 ????????                                            ", 8月22日 19:06,转发,评论,5,iPhone 6,FiiOlDxzT,0
417,"
                                                                                                    绵阳：【电杆换新衣服啦！】8月21日，国网绵阳供电公司员工为盐亭县三元乡场镇交通要道电杆安装警示标志。及时3小时，共完成34基杆塔安装，为过往车辆起到警示作用。 2成都·人民公园 ????????                                            ", 8月22日 16:48,转发,评论,4,iPhone 6,FihUllFPF,0
418,"
                                                                                                    #强技术措施 防止反送电#8月21日，遂宁党服队在推广电能替代宣传工作中，主动上门为地方餐饮公司安装自备电源控制箱，防止自备电源反送电至电网引发安全事故。 2成都·金融城 ????????                                            ", 8月22日 15:56,1,评论,5,iPhone 6,FihzopzWk,0
419,"
                                                                                                    【资阳：抗震救灾，我们在行动】8月22日上午，资阳红细胞志愿联盟李佳铭、蒋小康等四名志愿者来到绵阳市中心医院，看望因九寨沟地震受重伤的病员，送去慰问品，开展心里抚慰。 ????????                                            ", 8月22日 14:00,2,1,6,微博 weibo.com,FigO4ojyw,1
420,"
                                                                                                    【蜕变系列：2017届新进大学生入职培训（廉洁篇）】小鲜肉变星记：8月21日，来自全国各地的共计900多名高校毕业生云集四川省电力公司培训基地，参加新生入职培训。下面请观看由小编洋洋和田田带来的现场报道~@国家电网 @国家电网报 @国家电网报手机报 @亮报 @电网头条@四川经济日报????????????...展开全文c                                            ", 8月22日 12:09,2,评论,4,秒拍网页版,Fig5ecfsX,0
421,"
                                                                                                    【你用电，我用心】21日，泸州江阳区黄舣镇三潭村十三组村民代表将一面“为民解忧，情系百姓”的锦旗和一封大红的感谢信送到国网泸州供电公司手中。（国网泸州供电公司泰安供电所奋战7天，改造三潭村农网线路，解决了全村四百余人的用电难题） ????????                                            ", 8月22日 11:00,2,2,6,微博 weibo.com,FifD0eoUl,0
422,"
                                                                                                    #认真工作的男人真帅#8月21日，国网泸州供电公司施工人员在四川泸州市江阳区分水镇连坡村，对110千伏杨桥——九支II，π接入220千伏泰安变电站线路工程N7号铁塔进行组立施工。 ????????                                            ", 8月22日 10:00,转发,评论,5,微博 weibo.com,FifeEkf84,0
423,"
                                                                                                    乘客眼里的国家电网（幕后花絮），微笑哥，你是猴子派来的逗逼么？“辣么”喜感！！！！，更多幕后花絮，敬请关注国网四川电力。 L国网四川电力的秒拍视频 ????????                                            ", 8月22日 09:05,转发,3,4,微博 weibo.com,FieSkezcA,0
424,"
                                                                                                    【原创视频】乘客眼里的国家电网。乘客：老铁，你没剧本你敢采访我？小编：大兄弟，我们一直都是“实话实说”，发微博我们是认真的！ L国网四川电力的秒拍视频 ????????                                            ", 8月22日 09:00,转发,2,4,微博 weibo.com,FieQiiYEs,0
425,"
                                                                                                    #早安#总有一天，你会站在最亮的地方，活成自己曾经最渴望的样子。 ????????早安! ????????                                            ", 8月22日 08:00,转发,评论,2,微博 weibo.com,FierW2xzg,0
426,"
                                                                                                    #晚安#看清楚这个世界，并不能让这个世界变得更好。但可能让你在看清楚这个世界是个怎样的世界后，把自己变得比较好。—— 朱徳庸 ????????                                            ", 8月21日 23:00,转发,1,3,微博 weibo.com,FiaUKECyV,0
427,"
                                                                                                    不需要语言和字幕，我们都会理解。                                            ", 8月21日 17:27,2,2,83,360安全浏览器,Fi8JRDBnJ,0
428,"
                                                                                                    【您用电，我用心。客户的满意，是对我们工作最大的肯定】近日，一封来自农行宜宾分行的感谢信被送到国网宜宾江南供电公司。 ????????                                            ", 8月21日 17:00,1,1,3,微博 weibo.com,Fi8yDbHIK,0
429,"
                                                                                                    #认真工作的男人真帅#8月21日，国网德阳绵东供电公司开展雨后线路特巡，在巡视发现绵竹市清平镇院通村2B低压客户电缆故障，该公司立即组织检修人员对其进行抢修。截止到下午14:00，抢修结束，为用户顺利送电。 ????????                                            ", 8月21日 16:00,1,3,2,微博 weibo.com,Fi8ahfaXp,0
430,"
                                                                                                    #省总工会领导一线慰问#8月18日上午，四川省总工会党组书记、常务副主席胥纯、南充市委副书记、市长吴群刚一行前往国网南充供电公司110千伏北湖变电站慰问一线电力员工和张思德电力为民服务队。胥纯代表省总工会感谢电力员工为千家万户送去光明和清凉，为南充社会经济发展提供电力支撑，鼓励张思德电力 ????????...展开全文c                                            ", 8月21日 15:00,1,1,1,微博 weibo.com,Fi7LVdRkD,0
431,"
                                                                                                    #九寨沟县7.0级地震# 四年前。我们接受支援；四年后，我们以感恩之心点亮灾区！ ????????                                            ", 8月21日 14:00,2,评论,3,微博 weibo.com,Fi7nzfYq2,-1
432,"
                                                                                                    #周一·晒心情#全新的一周开始了，此刻你的心情是怎样的？请用一个词或一个表情形容。反正小编是这样的→ ????????                                            ", 8月21日 10:56,转发,5,1,微博 weibo.com,Fi6b0zXQR,0
433,"
                                                                                                    【号外号外！】上一集说到两位小编在采访保洁大叔时，让他俩集体垮掉；而这一集两位小编再次扶着墙继续为大家创作——《白领眼中的国家电网》，万万没想到是：我们可爱的电力客户在对国网公司服务高度肯定的同时，也不忘记来一次花式“撒狗粮”，虐得小编不要不要的，究竟是怎样的呢？请使 ????????...展开全文c                                            ", 8月21日 09:00,2,3,3,微博 weibo.com,Fi5pNtKJ6,0
434,"
                                                                                                    #早安#糟糕的日子熬过去，剩下的就是好运气。全新的一周开始了，请以最佳的状态投入到你的生活、学习、工作中去吧。早安！ ????????                                            ", 8月21日 08:00,2,1,1,微博 weibo.com,Fi51rwGsf,0
435,"
                                                                                                    #晚安#“如果看了一本书，就被震撼了三观，不一定是这本书有多好，也可能是你读的书实在太少。” ????????                                            ", 8月20日 23:00,1,评论,1,微博 weibo.com,Fi1ug7ILy,0
436,"
                                                                                                    #周末版·爆笑#编辑部的故事@电网头条 @亮报 @国家电网 ????????                                            ", 8月20日 09:00,转发,评论,2,微博 weibo.com,FhVZiA84n,0
437,"
                                                                                                    #早安#我对年轻人的唯一建议就是多读书，多读各种不同说法、不同角度看历史的书。读的书越多，对事物的鉴别力就会越高，至少会变得不那么盲从，知道一件事情可能会有不同的说法、不同的看法、不同的观点，不那么容易轻信。—— 杨奎松 ????????                                            ", 8月20日 08:00,1,评论,3,微博 weibo.com,FhVAWC9qX,0
438,"
                                                                                                    #晚安#所有人和事，自己问心无愧就好，不是你的也别强求，反正离去的，都是风景，留下的，才是人生。 ????????                                            ", 8月19日 23:00,1,评论,2,微博 weibo.com,FhS3Li82x,0
439,"
                                                                                                    #早安#身材不好就去锻炼，没钱就努力去赚。别把、窘境迁怒于别人，唯一可以抱怨的，只是不够努力的自己。 ????????                                            ", 8月19日 08:00,1,评论,3,微博 weibo.com,FhMas88qJ,0
440,"
                                                                                                    #晚安#不要在一件别扭的事上纠缠太久。纠缠久了，你会烦，会痛，会厌，会累，会神伤，会心碎。实际上，到最后，你不是跟事过不去，而是跟自己过不去。无论多别扭，你都要学会抽身而退。 ????????                                            ", 8月18日 23:00,1,评论,2,微博 weibo.com,FhIDgqFSP,0
441,"
                                                                                                                                                ", 8月18日 16:07,转发,评论,1,微博 weibo.com,FhFVHxhZA,-1
442,"
                                                                                                    //@国网天府新区供电公司: 敲黑板，划重点！！！公司根据发改委文件，对“一户一表”居民客户执行丰水期下移电费返还政策，但未与任何代收机构合作或授权任何代收机构开展“存电费送电费”活动，代收机构收取居民电费不收取任何形式代收手续费或服务费。                                            ", 8月18日 15:50,转发,评论,1,微博 weibo.com,FhFOKoSKB,0
443,"
                                                                                                    【哪里有低电压 哪里就有电力人】8月18日，四川宜宾南溪供电公司配网检修人员冒38℃高温为罗龙镇凤凰村五社村民增容更换变压器。 ????????                                            ", 8月18日 15:47,1,1,2,微博 weibo.com,FhFNFzTGz,0
444,"
                                                                                                    【原创视频】保洁大爷眼里的国家电网人居然是..........PS：电力人，你们到底做错了什么？@电网头条 @国家电网 @国家电网报手机报 @亮报 @国家电网报 L国网四川电力的秒拍视频 ????????                                            ", 8月18日 13:36,4,2,4,秒拍网页版,FhEWrfjWD,0
445,"
                                                                                                    【资阳：以电代煤】在乐至第八届国际美食烧烤节现场，烤肉摊前早已人满为患，喝啤酒撸串是乐至这座城市的“夏季标配”。今年乐至烧烤节首次试水“以电代煤”、“以电代气”。组委会制定政策鼓励摊位采用电烤方式，去年烧烤节使用‘电烤’的摊位几乎为零，今年已经有约30家摊位采用这种环保健康的模式。 ????????                                            ", 8月18日 12:24,转发,1,1,微博 weibo.com,FhEtlznil,0
446,"
                                                                                                    转发微博                                            ", 8月18日 11:27,转发,评论,13,360安全浏览器,FhE5ZFMQv,-1
447,"
                                                                                                    【你好，周末】天空微微亮/世界没起床/有那么一群人/为光明织起坚强的网/一起来听一首好听的原创歌曲，迎接即将到来的美好时光吧~（本歌曲由雅电集团的一对帅哥靓女cp创作，女生作词，男生作曲及演唱）猛戳链接：O网页链接 ????????                                            ", 8月18日 09:35,转发,1,赞,微博 weibo.com,FhDmG7HCl,0
448,"
                                                                                                    #早安#记住四句话：再难也要坚持，再好也要淡泊，再差也要自信，再多也要节省。 ????????                                            ", 8月18日 08:00,1,1,1,微博 weibo.com,FhCJXe3EB,0
449,"
                                                                                                    #晚安#如果生活给了你一颗酸葡萄，你要学会把它酿成一杯甘醇的美酒。 ????????                                            ", 8月17日 23:00,转发,2,1,微博 weibo.com,FhzcLx869,0
450,"
                                                                                                    电力员工的默默付出，得到了大家的肯定，心里好开心 ????????                                            ", 8月17日 21:36,转发,1,5,Samsung Galaxy S8,FhyF25g5C,0
451,"
                                                                                                    你想变成有钱人么？小编偷偷告诉你一个秘密～ 2成都·金融城 ????????                                            ", 8月17日 20:09,转发,4,1,iPhone 6,Fhy5u0iWq,0
452,"
                                                                                                    【喜讯】8月14日至15日，由中国质量协会主办、四川省质量协会承办的全国QC小组故事演讲（西南赛区）比赛在成都举行，国网宜宾供电公司变电检修创作的《展开创新的翅膀 绽放萤火虫之光》荣获一等奖。据悉，该作品将被推荐参加十月举办的全国QC小组故事演讲比赛。金秋十月，收获的季节，让我们拭目以待 ????????...展开全文c                                            ", 8月17日 16:24,转发,评论,2,微博 weibo.com,FhwCa5dSE,0
453,"
                                                                                                    8月17日，国网德阳绵东供电公司员工对35千伏柳拱三线的保护装置进行检查联调；对进线电缆接头和主变取油样、消缺。（德阳公司：刘晓竹） ????????                                            ", 8月17日 15:14,1,1,赞,微博 weibo.com,Fhw9Zp8rD,0
454,"
                                                                                                    #空调背后的男人##认真工作的男人真帅#这个夏天，我们的命都是空调给的。下面让我们走进泸州供电公司江阳分公司配电运行班的郭昌均特殊的一天，认识这位空调背后的男人 L国网四川电力的秒拍视频 ????????                                            ", 8月17日 14:00,3,评论,4,微博 weibo.com,FhvFA9ong,0
455,"
                                                                                                    一只傲娇的小编！一只欢脱的美男子！！一只未来的网红！！！欢迎关注@国网四川电力。 L国网四川电力的秒拍视频 ????????                                            ", 8月17日 10:57,10,42,22,360安全浏览器,FhutGhmJl,0
456,"
                                                                                                    围墙后面的22万伏智能变电站长什么样？快来跟小编一起参观吧！全景照片链接：O网页链接欢迎围观点赞。大家有兴趣的话，下次咱们再去看50万站，80万站！！！@国家电网 @国资小新 @电网头条 ????????                                            ", 8月17日 09:28,8,10,13,360安全浏览器,FhtTts8d7,0
457,"
                                                                                                    【认真工作的男人最帅】8月15日晚，中国??马边彝族风情狂欢节暨第二届小凉山火把节在马边新一中主会场隆重开幕。由于国网马边供电公司的电力小哥哥提前准备充分，为整个节目在电力保障上增色不少，场内华灯璀璨、欢歌热舞，精彩的节目掀起一浪又一浪热潮。PS：话说，这么精彩的节目，小编也想去看一下 ????????...展开全文c                                            ", 8月17日 09:00,转发,评论,3,微博 weibo.com,FhtHOoZ9n,0
458,"
                                                                                                    来自成都某餐馆的菜单????【未婚鸡说：未婚有什么错，我只是在等那个对的人，凭什么要把我斩了!】 ????????                                            ", 8月17日 08:44,1,2,1,微博 weibo.com,FhtBkdSi5,0
459,"
                                                                                                    #早安#如果你真的想做一件事情，那么就算障碍重重，你也会想尽一切办法去办到它。但若是你不是真心的想要去完成一件事情，那么纵使前方道路平坦，你也会想尽一切理由阻止自己向前。 ????????                                            ", 8月17日 08:00,转发,评论,赞,微博 weibo.com,FhtjsoKED,0
460,"
                                                                                                    #晚安#风可以吹起一张大白纸，却无法吹走一只蝴蝶，因为生命的力量在于不顺从。—— 冯骥才，晚安 ????????                                            ", 8月16日 23:00,转发,评论,4,微博 weibo.com,FhpMh1DKt,0
461,"
                                                                                                    【深夜食堂】你是不是只顾肚子吃饱，而忽略了灵魂也是要吃饭的？快来和小编讨论下精神食粮吧～如果让你推荐一本或者几本书让你印象深刻的书，你会推荐什么书？小编先来：东野圭吾的《白夜行》，卡勒德??胡赛尼的《追风筝的人》 2成都·金融城 ????????                                            ", 8月16日 21:19,转发,8,5,iPhone 6,Fhp7Apcag,0
462,"
                                                                                                    揭晓答案啦～小编带你走进2015全球15大最美书店之一的方所书店 你猜对了么？（最后一个提示词是bookstore 书店） 2成都·太古里 ????????                                            ", 8月16日 19:27,转发,8,2,iPhone 6,Fhoo9aRAO,0
463,"
                                                                                                    来人呐！小编今天大脑短路，吐血发个福利！今晚带大家去一个神秘的地方～给你们关于它的几个关键词，大家大开脑洞猜哦～看你到第几个关键词可以猜对哦～第一个猜对的有神秘礼物哦～　快来吧！哇哈哈～ ????????                                            ", 8月16日 17:10,2,17,3,微博 weibo.com,Fhnuh6OKP,0
464,"
                                                                                                    【认真工作的男人真帅】为确保电网坚强可靠，8月15日，四川岷江水电公司员工按照检修计划对郭家坝变电站110千伏电容电抗做预防性试验以及清污消缺工作，有效的提高了电气系统的安全性和稳定性，保障了电力设备的正常运行。（图文/叶书简） ????????                                            ", 8月16日 15:00,1,3,9,微博 weibo.com,FhmDrh2Do,0
465,"
                                                                                                    【甘孜：组建“安全教育训诫室” 】国网甘孜公司多部门协同联动组建“安全教育训诫室”，进一步加强检修作业、城农网改造、线路施工及综自改造等施工作业现场安全管控力度，鞭策员工及外委施工单位人员安全行为规范化、标准化。 ????????                                            ", 8月16日 14:00,转发,评论,2,微博 weibo.com,Fhmf5jToJ,0
466,"
                                                                                                    【吹响九寨集结号】8月8日，四川阿坝九寨沟发生7.0级地震，国家电网公司第一时间启动应急响应，协调各方的抢险指令迅速下达，阿坝、成都、绵阳、德阳、广元等6支电力抢险队当晚集结，驰援灾区。电力抢险突击队克服道路中断、余震不断、滚石塌方等困难徒步十几公里抵达震中位置，450多名抢险队员携带100 ????????...展开全文c                                            ", 8月16日 12:24,4,4,6,iPhone 7,FhlCsnnEs,1
467,"
                                                                                                    为切实消除变电站火灾隐患，筑牢变电站的消防安全网，8月16日，国网乐山供电公司对所辖变电站开展以消防通道、消防设施进行安全专项检查。 ????????                                            ", 8月16日 12:00,1,评论,3,微博 weibo.com,FhlsnqIE2,0
468,"
                                                                                                    【认真工作的男人真帅】当前，正值三大直流满功率运行时期，也是迎峰度夏期间电网和电力人经受高温考验的特殊时刻。面对室外高达38度的高温，8月15日，国网泸州供电公司电力员工奔走在泸州古蔺、叙永、纳溪等地的山区，巡视检查特高压线路，为三大直流线路向华东稳定送电尽职尽责。图为：泸州供电公司 ????????...展开全文c                                            ", 8月16日 11:00,2,评论,3,微博 weibo.com,Fhl417eTa,0
469,"
                                                                                                    转发微博                                            ", 8月16日 10:52,转发,评论,7,360安全浏览器,Fhl13nsvZ,-1
470,"
                                                                                                    【巴中：“菜鸟”成长记】近日，2017年国网巴中供电公司新入职员工跟随全国金牌最美供电所——恩阳区雪山供电所老师傅佘张兵学习装表接线。在接下来几天，他们将现场校验、错误接线分析、画图全部拿下，迅速成长为一名合格的电力员工。 ????????                                            ", 8月16日 10:00,2,2,1,微博 weibo.com,FhkFF9FY4,0
471,"
                                                                                                    #周末进小区 客户用上安全电#8月12日上午7点，国网四川电力（遂宁）共产党员服务队上门，义务为客户办公用电消除用电安全隐患，更换大容量空气开关，针对负荷严重不平衡，重新进行负荷分配，确保小区院落安全清凉度夏。 ????????                                            ", 8月16日 09:57,转发,评论,1,微博 weibo.com,FhkEzwcV4,0
472,"
                                                                                                    【认真工作的男人真帅】8月14日12时50分，国网宜宾江安供电公司员工程鑫冒酷暑改接江安县城区10千伏江竹线电大配变台区。 ????????                                            ", 8月16日 09:00,1,1,3,微博 weibo.com,FhkhjubEd,0
473,"
                                                                                                    脑子是个好东西，信谣传谣的都值得有一个。                                            ", 8月16日 08:51,1,1,23,360安全浏览器,FhkdGCdRt,0
474,"
                                                                                                    #早安#“也许一个人最好的样子就是静一点 ，哪怕一个人生活 ，穿越一个又一个城市 ，走过一条又一条街道， 仰望一片又一片天空 ，见证一场又一场离别 ，于是终于可以坦然的说：我终于不那么执着。”早安 ????????                                            ", 8月16日 08:00,转发,评论,2,微博 weibo.com,FhjSXzJv0,0
475,"
                                                                                                    #晚安#""和有些人相处起来很舒服，因为既能聊搞笑得不正经得话题，也能在某些事情有独到见解，可以分享沟通，不至于严肃呆板或者低级趣味，特别是能换位思考，真心待人的人，生活里能有这样的人相伴，真的很幸运。"" ????????                                            ", 8月15日 23:00,转发,1,2,微博 weibo.com,FhglMbvJw,0
476,"
                                                                                                    【工人误操作，导致我国台湾688万户大停电】8月15日16时许，因中油公司工人操作气阀失误，导致供应大潭电厂6部机组的天然燃气供应中断约2分钟，6部机组全部跳机，造成全台多处停电、跳电，影响户数高达688万户。台“经济部”部长李世光口头请辞，“行政院长”林全已经接受。澎湃新闻 新浪                                            ", 8月15日 20:35,1,1,16,Android客户端,Fhfp7eiwG,0
477,"
                                                                                                    【绵阳：学雷锋，践行动】今天是雷锋同志去世55周年，为纪念雷锋同志，学习“雷锋精神”，8月15日，国网绵阳供电公司“电力小绵羊”志愿者和共产党员服务队来到北川县城，在县城内开展公益活动，为环卫工人和民警送清凉，并且义务争做“文明交通劝导员”。 ????????                                            ", 8月15日 17:00,1,评论,赞,微博 weibo.com,FhdZEm8oe,0
478,"
                                                                                                    【认真工作的男人真帅】8月14日，国网宜宾供电公司员工在筠连县110千伏沐爱变电站处理沐维线354开关线路纵联保护通道异常故障。 ????????                                            ", 8月15日 16:50,1,1,赞,微博 weibo.com,FhdVJerE1,0
479,"
                                                                                                    #日本战败投降#8月15日上午，国网成都简州供电公司共产党员服务队来到简阳市十里坝街道办光明村，看望95岁高龄的抗战老兵李天才，据他回忆，他曾经参加八年抗战，最终取得胜利。在聊到现在变化，他由衷感叹祖国强大繁荣，党的政策越来越好，还有国家电网的同志们关心他......在当天，该公司党员还义务 ????????...展开全文c                                            ", 8月15日 16:00,1,1,2,微博 weibo.com,FhdBis2rq,0
480,"
                                                                                                    同甘苦，共患难！新疆，四川挺你！                                            ", 8月15日 15:45,1,1,9,360安全浏览器,Fhdvnoiba,0
481,"
                                                                                                    【南充公司：保电救命　卫生院送来感谢锦旗】8月14日上午9时许，南充市高坪区中心卫生院副院长陈向阳将一面写着“尽职尽心服务无愧行业楷模”的锦旗送到了国网南充供电公司所属三新供电服务公司。????????据悉，8月3日下午，中心卫生院有两个病人刚躺在手术台上，突然发生了停电，立即电话请求长乐供电所 ????????...展开全文c                                            ", 8月15日 15:03,1,1,赞,360安全浏览器,Fhdei4POU,0
482,"
                                                                                                    一路走好！                                            ", 8月15日 14:05,1,1,35,OPPO R9s,FhcQGwWPR,0
483,"
                                                                                                    #日本战败投降#在彭山区武阳镇幽静的农家院里，住着一位抗战老兵，曾经参与抗日战争、至抗美援朝，戎马一生，他叫赵步云，今年102岁，虽已是期颐之年，但精神矍铄。2015年3月彭山供电公司青年志愿开展“攀亲百岁老人”寻访到了这位抗战老兵。几年来，无论溽暑寒冬，志愿者们时刻都惦记着赵步云老人，定 ????????...展开全文c                                            ", 8月15日 12:00,转发,评论,3,微博 weibo.com,Fhc1Szw9X,0
484,"
                                                                                                    喜闻乐见的故事就是好故事。                                            ", 8月15日 11:40,转发,评论,9,360安全浏览器,FhbU91RCo,0
485,"
                                                                                                    【认真工作的女人真美】8月12日凌晨1点25分，宜宾供电公司客户服务中心电费核算与账务班的“精算师”加班加点按用电类别对即将上线的新电价进行逐一仔细测试。 ????????                                            ", 8月15日 11:00,1,1,2,微博 weibo.com,FhbDwBOom,0
486,"
                                                                                                    #日本战败投降# 今年是抗日战争胜利72周年，国网达州供电公司“红杜鹃”志愿服务队员来到离休老红军卢炳发家中，看望和亲切慰问老红军，倾听革命往事，接受红色洗礼，在卢老的交谈中，志愿者们颇受鼓舞，并表示要把这种吃苦耐劳，勇于奉献的红军精神在自己工作中永远发扬和传承下去，为社会履职尽责。 ????????...展开全文c                                            ", 8月15日 10:04,转发,评论,1,微博 weibo.com,FhbgUsMQH,0
487,"
                                                                                                    转发微博                                            ", 8月15日 09:20,1,1,56,360安全浏览器,FhaZ5BtFR,-1
488,"
                                                                                                    【电力好司机】四川宜宾南溪供电公司汽车板驾驶员黄立成，驾龄30年，是单位个个称赞的“好师傅”。 2008年至今，先后参与泸州古蔺抗病抢险，向家坝水电站、福溪火电厂配套建设，在此期间克服各种困难，将救灾物资、抢修器材安全送达目的地。行驶至今，黄立成已安全驾驶公里数210万余公里，为公司安全生 ????????...展开全文c                                            ", 8月15日 09:00,5,6,2,微博 weibo.com,FhaQOkncb,0
489,"
                                                                                                    #早安#不管昨天、今天、明天，能豁然开朗就是美好的一天。生命的最宝贵的，就是你要去每天都有意识的生活，不要梦游式的过你的生活。人生如茶，空杯以对，才有喝不完的好茶，抱最大希望， 尽最大努力， 做最坏打算， 持最好心态。 ????????                                            ", 8月15日 08:00,1,1,2,微博 weibo.com,FhassFxcZ,0
490,"
                                                                                                    #晚安#人一旦有了梦想，怎么活都是有灵魂的。——《爆裂鼓手》 ????????                                            ", 8月14日 23:00,1,1,4,微博 weibo.com,Fh6Vhj4gh,0
491,"
                                                                                                    【认真工作的女人真美】#四川九寨沟7.0级地震#最美抢险高原红。姚翠仙作为国网阿坝供电公司电力抢险队伍中唯一一名女性，连续几天的抢险工作让她微胖的脸上泛起高原红。她笑着说，有高原红的女子最时尚。 ????????                                            ", 8月14日 17:00,5,2,7,微博 weibo.com,Fh4z9ui2A,1
492,"
                                                                                                    #迎峰度夏#8月13日，四川多地室外温度高达35度以上，德阳什邡城区负荷快速上升，什邡供电公司对城区线路进行夜巡及测温测负荷，发现柱开设备线夹发热。为了不影响居民白天用电，该公司决定零点作业，以保证设备正常运行。图为：什邡公司零点作业场景 ????????                                            ", 8月14日 16:15,1,评论,1,专业版微博,Fh4hdhW2Q,0
493,"
                                                                                                    这样的传播，喜闻乐见。                                            ", 8月14日 15:19,转发,评论,7,微博 weibo.com,Fh3Ua0tgS,0
494,"
                                                                                                    【认真工作的男人真帅】#四川九寨沟7.0级地震#8月9日12时23分，国家电网应急救援队第一小分队7人徒步挺入110千伏九寨沟变电站，接受航拍图传变电站故障任务。图为该小分队带队人马进冲向塌方点。——虽千万险，吾往矣！@国资小新 @国家电网 ????????                                            ", 8月14日 14:00,28,14,32,微博 weibo.com,Fh3o5CbJM,1
495,"
                                                                                                    【认真工作的男人真帅】#四川九寨沟7.0级地震#国网马尔康县供电公司抢险人员池晓东长得酷似歌手容中尔甲。但在烈日下皮肤过敏，几天下来，工作任务完成得妥妥帖帖，脸上却泛起了点点红斑。 ????????                                            ", 8月14日 13:00,3,2,12,微博 weibo.com,Fh2ZJkKA7,1
496,"
                                                                                                    【认真工作的男人真帅】#四川九寨沟7.0级地震#8月12日，在漳扎镇中查村安置点，鲁鹏给群众讲解帐篷安全用电常识，叮嘱安全。(PS:鲁鹏志愿者联盟于2016年8月成立，覆盖电力、交通、卫生、教育、媒体、通讯、银行等公共服务行业，已招募志愿者2300余名。建立了一个规范性、示范性和持续性的志愿服务平台 ????????...展开全文c                                            ", 8月14日 12:00,2,1,6,微博 weibo.com,Fh2Bo17R5,1
497,"
                                                                                                    【认真工作的男人真帅】#四川九寨沟7.0级地震#8月12日下午，四川广元供电公司员工王开仁正在为九寨沟武警消防临时驻地安置点搭接临时照明线路。 ????????                                            ", 8月14日 11:00,2,1,5,微博 weibo.com,Fh2d1paOZ,1
498,"
                                                                                                    8月14日上午，国网资阳供电公司红细胞志愿者带上小朋友来到雁江区老君镇龙星村，看望已治疗出院的烧伤女孩徐雅涵，给她带去玩具和图书，陪她搭积木做游戏，徐雅涵露出久违的笑容。（据了解，2017年3月，为救助伤情危重的徐雅涵，红细胞志愿者多方筹集治疗费用39万元，孩子出院后，志愿者又将孩子心理安 ????????...展开全文c                                            ", 8月14日 10:43,4,1,7,微博 weibo.com,Fh26dcbCH,1
499,"
                                                                                                    #四川九寨沟7.0级地震# #抗震救灾央企行动# 经过5昼夜的紧张工作，电力抢险逐步进入收尾阶段，国网公司抗震救灾前线指挥部根据实际情况，及时调整工作方向，调配人员和物资，同时部分人员开始有序撤离。图为阿坝公司撤离第一批抢险人员和物资。（彭秋杰） ????????                                            ", 8月14日 10:39,2,评论,6,微博 weibo.com,Fh24HxvqJ,1
500,"
                                                                                                    #四川九寨沟7.0级地震# #抗震救灾央企行动# 14日9时，国网广元供电公司、国网德阳供电公司，利用无人机对35千伏甘九线41号、42号塔进行震后特巡。该两铁塔位于悬崖顶端，且视角受限，常规巡视无法满足要求。国网广元供电公司、国网德阳供电公司，依据前线指挥部指示，通力配合，克服地形环境陌生、山谷 ????????...展开全文c                                            ", 8月14日 10:23,1,评论,4,秒拍网页版,Fh1Ybyy2c,1
501,"
                                                                                                    #四川九寨沟7.0级地震#地震造成九寨沟景区电力设备设施受损严重，加之景区内电缆、变压器、分支箱位置偏僻，故障排查困难，日前，景区向国家电网求援。接获任务后，国网成都供电公司抢险人员联同景区电工积极研究排查故障。涉及电缆约20公里，箱式变压器6台，分支箱4台。（付兵图文） ????????                                            ", 8月14日 10:00,转发,评论,4,微博 weibo.com,Fh1OG6fyR,1
